      Time        Reactivity      Generation  Normalization     Relative
                                    Time         Factor          Power
   1.278000E+00   5.598676E-01   2.582789E-05   9.602896E-01   2.268846E-01
   1.279000E+00   5.597204E-01   2.582790E-05   9.602915E-01   2.268240E-01
   1.280000E+00   5.595783E-01   2.582792E-05   9.602930E-01   2.267635E-01
   1.281000E+00   5.594318E-01   2.582794E-05   9.602949E-01   2.267032E-01
   1.282000E+00   5.592902E-01   2.582795E-05   9.602965E-01   2.266431E-01
   1.283000E+00   5.591443E-01   2.582797E-05   9.602984E-01   2.265833E-01
   1.284000E+00   5.590033E-01   2.582799E-05   9.603000E-01   2.265236E-01
   1.285000E+00   5.588579E-01   2.582800E-05   9.603019E-01   2.264642E-01
   1.286000E+00   5.587175E-01   2.582802E-05   9.603035E-01   2.264049E-01
   1.287000E+00   5.585727E-01   2.582803E-05   9.603054E-01   2.263459E-01
   1.288000E+00   5.584328E-01   2.582805E-05   9.603070E-01   2.262870E-01
   1.289000E+00   5.582886E-01   2.582806E-05   9.603090E-01   2.262284E-01
   1.290000E+00   5.581493E-01   2.582808E-05   9.603106E-01   2.261699E-01
   1.291000E+00   5.580056E-01   2.582810E-05   9.603125E-01   2.261117E-01
   1.292000E+00   5.578668E-01   2.582811E-05   9.603141E-01   2.260536E-01
   1.293000E+00   5.577237E-01   2.582813E-05   9.603161E-01   2.259957E-01
   1.294000E+00   5.575854E-01   2.582814E-05   9.603178E-01   2.259380E-01
   1.295000E+00   5.574428E-01   2.582816E-05   9.603198E-01   2.258806E-01
   1.296000E+00   5.573051E-01   2.582817E-05   9.603214E-01   2.258232E-01
   1.297000E+00   5.571630E-01   2.582819E-05   9.603234E-01   2.257662E-01
   1.298000E+00   5.570259E-01   2.582820E-05   9.603251E-01   2.257092E-01
   1.299000E+00   5.568843E-01   2.582822E-05   9.603271E-01   2.256525E-01
   1.300000E+00   5.567476E-01   2.582824E-05   9.603288E-01   2.255960E-01
   1.301000E+00   5.566066E-01   2.582825E-05   9.603308E-01   2.255396E-01
   1.302000E+00   5.564957E-01   2.582827E-05   9.603324E-01   2.254840E-01
   1.303000E+00   5.563668E-01   2.582829E-05   9.603349E-01   2.254301E-01
   1.304000E+00   5.562268E-01   2.582830E-05   9.603369E-01   2.253761E-01
   1.305000E+00   5.560889E-01   2.582832E-05   9.603391E-01   2.253221E-01
   1.306000E+00   5.559515E-01   2.582833E-05   9.603408E-01   2.252680E-01
   1.307000E+00   5.558134E-01   2.582835E-05   9.603428E-01   2.252139E-01
   1.308000E+00   5.556774E-01   2.582836E-05   9.603445E-01   2.251598E-01
   1.309000E+00   5.555393E-01   2.582838E-05   9.603466E-01   2.251058E-01
   1.310000E+00   5.554043E-01   2.582839E-05   9.603483E-01   2.250518E-01
   1.311000E+00   5.552665E-01   2.582841E-05   9.603505E-01   2.249980E-01
   1.312000E+00   5.551322E-01   2.582842E-05   9.603522E-01   2.249442E-01
   1.313000E+00   5.549946E-01   2.582843E-05   9.603543E-01   2.248905E-01
   1.314000E+00   5.548609E-01   2.582845E-05   9.603561E-01   2.248369E-01
   1.315000E+00   5.547237E-01   2.582846E-05   9.603582E-01   2.247835E-01
   1.316000E+00   5.545906E-01   2.582848E-05   9.603600E-01   2.247301E-01
   1.317000E+00   5.544538E-01   2.582849E-05   9.603621E-01   2.246769E-01
   1.318000E+00   5.543212E-01   2.582851E-05   9.603639E-01   2.246238E-01
   1.319000E+00   5.541848E-01   2.582852E-05   9.603661E-01   2.245708E-01
   1.320000E+00   5.540527E-01   2.582854E-05   9.603678E-01   2.245180E-01
   1.321000E+00   5.539168E-01   2.582855E-05   9.603700E-01   2.244653E-01
   1.322000E+00   5.537851E-01   2.582857E-05   9.603718E-01   2.244127E-01
   1.323000E+00   5.536496E-01   2.582858E-05   9.603740E-01   2.243604E-01
   1.324000E+00   5.535184E-01   2.582859E-05   9.603758E-01   2.243080E-01
   1.325000E+00   5.533833E-01   2.582861E-05   9.603780E-01   2.242560E-01
   1.326000E+00   5.532526E-01   2.582862E-05   9.603799E-01   2.242040E-01
   1.327000E+00   5.531179E-01   2.582864E-05   9.603821E-01   2.241522E-01
   1.328000E+00   5.529877E-01   2.582865E-05   9.603839E-01   2.241004E-01
   1.329000E+00   5.529103E-01   2.582867E-05   9.603844E-01   2.240500E-01
   1.330000E+00   5.528069E-01   2.582869E-05   9.603833E-01   2.240021E-01
   1.331000E+00   5.526642E-01   2.582871E-05   9.603844E-01   2.239548E-01
   1.332000E+00   5.525401E-01   2.582872E-05   9.603863E-01   2.239072E-01
   1.333000E+00   5.524020E-01   2.582873E-05   9.603884E-01   2.238595E-01
   1.334000E+00   5.522762E-01   2.582875E-05   9.603903E-01   2.238113E-01
   1.335000E+00   5.521404E-01   2.582876E-05   9.603925E-01   2.237631E-01
   1.336000E+00   5.520140E-01   2.582878E-05   9.603944E-01   2.237147E-01
   1.337000E+00   5.518796E-01   2.582879E-05   9.603966E-01   2.236662E-01
   1.338000E+00   5.517529E-01   2.582880E-05   9.603985E-01   2.236175E-01
   1.339000E+00   5.516195E-01   2.582882E-05   9.604008E-01   2.235689E-01
   1.340000E+00   5.514927E-01   2.582883E-05   9.604027E-01   2.235202E-01
   1.341000E+00   5.513601E-01   2.582884E-05   9.604050E-01   2.234715E-01
   1.342000E+00   5.512334E-01   2.582886E-05   9.604069E-01   2.234228E-01
   1.343000E+00   5.511014E-01   2.582887E-05   9.604092E-01   2.233742E-01
   1.344000E+00   5.509749E-01   2.582889E-05   9.604111E-01   2.233255E-01
   1.345000E+00   5.508435E-01   2.582890E-05   9.604134E-01   2.232770E-01
   1.346000E+00   5.507172E-01   2.582891E-05   9.604154E-01   2.232285E-01
   1.347000E+00   5.505863E-01   2.582893E-05   9.604177E-01   2.231801E-01
   1.348000E+00   5.504603E-01   2.582894E-05   9.604197E-01   2.231317E-01
   1.349000E+00   5.503299E-01   2.582895E-05   9.604220E-01   2.230835E-01
   1.350000E+00   5.502042E-01   2.582897E-05   9.604240E-01   2.230353E-01
   1.351000E+00   5.500742E-01   2.582898E-05   9.604263E-01   2.229873E-01
   1.352000E+00   5.499488E-01   2.582899E-05   9.604283E-01   2.229392E-01
   1.353000E+00   5.498193E-01   2.582901E-05   9.604306E-01   2.228914E-01
   1.354000E+00   5.496942E-01   2.582902E-05   9.604326E-01   2.228436E-01
   1.355000E+00   5.495651E-01   2.582903E-05   9.604350E-01   2.227960E-01
   1.356000E+00   5.494403E-01   2.582905E-05   9.604370E-01   2.227484E-01
   1.357000E+00   5.493116E-01   2.582906E-05   9.604394E-01   2.227011E-01
   1.358000E+00   5.491871E-01   2.582907E-05   9.604414E-01   2.226537E-01
   1.359000E+00   5.490588E-01   2.582908E-05   9.604438E-01   2.226066E-01
   1.360000E+00   5.489347E-01   2.582910E-05   9.604458E-01   2.225595E-01
   1.361000E+00   5.488068E-01   2.582911E-05   9.604482E-01   2.225126E-01
   1.362000E+00   5.486830E-01   2.582912E-05   9.604502E-01   2.224657E-01
   1.363000E+00   5.485554E-01   2.582914E-05   9.604526E-01   2.224190E-01
   1.364000E+00   5.484319E-01   2.582915E-05   9.604546E-01   2.223724E-01
   1.365000E+00   5.483048E-01   2.582916E-05   9.604570E-01   2.223260E-01
   1.366000E+00   5.481816E-01   2.582918E-05   9.604591E-01   2.222796E-01
   1.367000E+00   5.480548E-01   2.582919E-05   9.604615E-01   2.222334E-01
   1.368000E+00   5.479320E-01   2.582920E-05   9.604636E-01   2.221873E-01
   1.369000E+00   5.478055E-01   2.582921E-05   9.604660E-01   2.221413E-01
   1.370000E+00   5.476830E-01   2.582923E-05   9.604681E-01   2.220954E-01
   1.371000E+00   5.475569E-01   2.582924E-05   9.604705E-01   2.220497E-01
   1.372000E+00   5.474347E-01   2.582925E-05   9.604726E-01   2.220041E-01
   1.373000E+00   5.473090E-01   2.582926E-05   9.604750E-01   2.219586E-01
   1.374000E+00   5.471871E-01   2.582928E-05   9.604771E-01   2.219132E-01
   1.375000E+00   5.470617E-01   2.582929E-05   9.604796E-01   2.218680E-01
   1.376000E+00   5.469401E-01   2.582930E-05   9.604816E-01   2.218228E-01
   1.377000E+00   5.468150E-01   2.582931E-05   9.604841E-01   2.217778E-01
   1.378000E+00   5.466937E-01   2.582933E-05   9.604862E-01   2.217329E-01
   1.379000E+00   5.465690E-01   2.582934E-05   9.604887E-01   2.216881E-01
   1.380000E+00   5.464480E-01   2.582935E-05   9.604908E-01   2.216434E-01
   1.381000E+00   5.463237E-01   2.582936E-05   9.604933E-01   2.215989E-01
   1.382000E+00   5.462030E-01   2.582938E-05   9.604954E-01   2.215544E-01
   1.383000E+00   5.460789E-01   2.582939E-05   9.604979E-01   2.215101E-01
   1.384000E+00   5.459585E-01   2.582940E-05   9.605000E-01   2.214659E-01
   1.385000E+00   5.458348E-01   2.582941E-05   9.605025E-01   2.214218E-01
   1.386000E+00   5.457147E-01   2.582943E-05   9.605047E-01   2.213778E-01
   1.387000E+00   5.455913E-01   2.582944E-05   9.605072E-01   2.213340E-01
   1.388000E+00   5.454715E-01   2.582945E-05   9.605093E-01   2.212902E-01
   1.389000E+00   5.453484E-01   2.582946E-05   9.605118E-01   2.212466E-01
   1.390000E+00   5.452289E-01   2.582948E-05   9.605140E-01   2.212030E-01
   1.391000E+00   5.451061E-01   2.582949E-05   9.605165E-01   2.211596E-01
   1.392000E+00   5.449868E-01   2.582950E-05   9.605187E-01   2.211162E-01
   1.393000E+00   5.448643E-01   2.582951E-05   9.605212E-01   2.210731E-01
   1.394000E+00   5.447454E-01   2.582952E-05   9.605234E-01   2.210299E-01
   1.395000E+00   5.446232E-01   2.582954E-05   9.605259E-01   2.209870E-01
   1.396000E+00   5.445045E-01   2.582955E-05   9.605281E-01   2.209441E-01
   1.397000E+00   5.443827E-01   2.582956E-05   9.605306E-01   2.209013E-01
   1.398000E+00   5.442643E-01   2.582957E-05   9.605328E-01   2.208586E-01
   1.399000E+00   5.441427E-01   2.582958E-05   9.605354E-01   2.208161E-01
   1.400000E+00   5.440246E-01   2.582960E-05   9.605375E-01   2.207736E-01
   1.401000E+00   5.439033E-01   2.582961E-05   9.605401E-01   2.207313E-01
   1.402000E+00   5.437854E-01   2.582962E-05   9.605423E-01   2.206890E-01
   1.403000E+00   5.436644E-01   2.582963E-05   9.605449E-01   2.206469E-01
   1.404000E+00   5.435468E-01   2.582964E-05   9.605471E-01   2.206048E-01
   1.405000E+00   5.434261E-01   2.582966E-05   9.605497E-01   2.205630E-01
   1.406000E+00   5.433088E-01   2.582967E-05   9.605519E-01   2.205211E-01
   1.407000E+00   5.431883E-01   2.582968E-05   9.605545E-01   2.204794E-01
   1.408000E+00   5.430713E-01   2.582969E-05   9.605567E-01   2.204377E-01
   1.409000E+00   5.429511E-01   2.582970E-05   9.605593E-01   2.203962E-01
   1.410000E+00   5.428343E-01   2.582972E-05   9.605615E-01   2.203548E-01
   1.411000E+00   5.427144E-01   2.582973E-05   9.605641E-01   2.203135E-01
   1.412000E+00   5.425979E-01   2.582974E-05   9.605663E-01   2.202722E-01
   1.413000E+00   5.424783E-01   2.582975E-05   9.605689E-01   2.202311E-01
   1.414000E+00   5.423620E-01   2.582976E-05   9.605711E-01   2.201900E-01
   1.415000E+00   5.422426E-01   2.582977E-05   9.605738E-01   2.201492E-01
   1.416000E+00   5.421266E-01   2.582979E-05   9.605760E-01   2.201083E-01
   1.417000E+00   5.420075E-01   2.582980E-05   9.605786E-01   2.200676E-01
   1.418000E+00   5.418917E-01   2.582981E-05   9.605809E-01   2.200269E-01
   1.419000E+00   5.417729E-01   2.582982E-05   9.605835E-01   2.199864E-01
   1.420000E+00   5.416574E-01   2.582983E-05   9.605857E-01   2.199459E-01
   1.421000E+00   5.415388E-01   2.582984E-05   9.605884E-01   2.199056E-01
   1.422000E+00   5.414235E-01   2.582986E-05   9.605906E-01   2.198653E-01
   1.423000E+00   5.413052E-01   2.582987E-05   9.605933E-01   2.198251E-01
   1.424000E+00   5.411902E-01   2.582988E-05   9.605955E-01   2.197850E-01
   1.425000E+00   5.410721E-01   2.582989E-05   9.605982E-01   2.197451E-01
   1.426000E+00   5.409573E-01   2.582990E-05   9.606004E-01   2.197051E-01
   1.427000E+00   5.408395E-01   2.582991E-05   9.606031E-01   2.196654E-01
   1.428000E+00   5.407249E-01   2.582993E-05   9.606054E-01   2.196256E-01
   1.429000E+00   5.406074E-01   2.582994E-05   9.606080E-01   2.195861E-01
   1.430000E+00   5.404930E-01   2.582995E-05   9.606103E-01   2.195465E-01
   1.431000E+00   5.403758E-01   2.582996E-05   9.606130E-01   2.195071E-01
   1.432000E+00   5.402616E-01   2.582997E-05   9.606152E-01   2.194677E-01
   1.433000E+00   5.401446E-01   2.582998E-05   9.606179E-01   2.194285E-01
   1.434000E+00   5.400307E-01   2.582999E-05   9.606202E-01   2.193893E-01
   1.435000E+00   5.399139E-01   2.583000E-05   9.606229E-01   2.193503E-01
   1.436000E+00   5.398002E-01   2.583002E-05   9.606252E-01   2.193112E-01
   1.437000E+00   5.396837E-01   2.583003E-05   9.606279E-01   2.192724E-01
   1.438000E+00   5.395702E-01   2.583004E-05   9.606301E-01   2.192335E-01
   1.439000E+00   5.394539E-01   2.583005E-05   9.606329E-01   2.191948E-01
   1.440000E+00   5.393406E-01   2.583006E-05   9.606351E-01   2.191561E-01
   1.441000E+00   5.392246E-01   2.583007E-05   9.606378E-01   2.191176E-01
   1.442000E+00   5.391115E-01   2.583009E-05   9.606401E-01   2.190791E-01
   1.443000E+00   5.389957E-01   2.583010E-05   9.606429E-01   2.190408E-01
   1.444000E+00   5.388829E-01   2.583011E-05   9.606451E-01   2.190024E-01
   1.445000E+00   5.387673E-01   2.583012E-05   9.606479E-01   2.189642E-01
   1.446000E+00   5.386547E-01   2.583013E-05   9.606501E-01   2.189261E-01
   1.447000E+00   5.385394E-01   2.583014E-05   9.606529E-01   2.188881E-01
   1.448000E+00   5.384269E-01   2.583015E-05   9.606552E-01   2.188500E-01
   1.449000E+00   5.383118E-01   2.583016E-05   9.606579E-01   2.188122E-01
   1.450000E+00   5.381996E-01   2.583017E-05   9.606602E-01   2.187744E-01
   1.451000E+00   5.380847E-01   2.583019E-05   9.606630E-01   2.187367E-01
   1.452000E+00   5.379727E-01   2.583020E-05   9.606653E-01   2.186990E-01
   1.453000E+00   5.378581E-01   2.583021E-05   9.606680E-01   2.186615E-01
   1.454000E+00   5.377463E-01   2.583022E-05   9.606703E-01   2.186240E-01
   1.455000E+00   5.376318E-01   2.583023E-05   9.606731E-01   2.185866E-01
   1.456000E+00   5.375202E-01   2.583024E-05   9.606754E-01   2.185493E-01
   1.457000E+00   5.374060E-01   2.583025E-05   9.606781E-01   2.185121E-01
   1.458000E+00   5.372946E-01   2.583026E-05   9.606804E-01   2.184749E-01
   1.459000E+00   5.371806E-01   2.583027E-05   9.606832E-01   2.184378E-01
   1.460000E+00   5.370694E-01   2.583029E-05   9.606855E-01   2.184008E-01
   1.461000E+00   5.369556E-01   2.583030E-05   9.606883E-01   2.183639E-01
   1.462000E+00   5.368446E-01   2.583031E-05   9.606906E-01   2.183270E-01
   1.463000E+00   5.367311E-01   2.583032E-05   9.606934E-01   2.182903E-01
   1.464000E+00   5.366203E-01   2.583033E-05   9.606957E-01   2.182536E-01
   1.465000E+00   5.365069E-01   2.583034E-05   9.606985E-01   2.182170E-01
   1.466000E+00   5.363963E-01   2.583035E-05   9.607008E-01   2.181805E-01
   1.467000E+00   5.362831E-01   2.583036E-05   9.607036E-01   2.181440E-01
   1.468000E+00   5.361727E-01   2.583037E-05   9.607059E-01   2.181076E-01
   1.469000E+00   5.360598E-01   2.583038E-05   9.607087E-01   2.180714E-01
   1.470000E+00   5.359495E-01   2.583040E-05   9.607110E-01   2.180351E-01
   1.471000E+00   5.358368E-01   2.583041E-05   9.607138E-01   2.179990E-01
   1.472000E+00   5.357267E-01   2.583042E-05   9.607161E-01   2.179628E-01
   1.473000E+00   5.356142E-01   2.583043E-05   9.607189E-01   2.179269E-01
   1.474000E+00   5.355044E-01   2.583044E-05   9.607213E-01   2.178909E-01
   1.475000E+00   5.353920E-01   2.583045E-05   9.607241E-01   2.178551E-01
   1.476000E+00   5.352823E-01   2.583046E-05   9.607264E-01   2.178193E-01
   1.477000E+00   5.351702E-01   2.583047E-05   9.607292E-01   2.177836E-01
   1.478000E+00   5.350607E-01   2.583048E-05   9.607315E-01   2.177479E-01
   1.479000E+00   5.349488E-01   2.583049E-05   9.607343E-01   2.177124E-01
   1.480000E+00   5.348395E-01   2.583050E-05   9.607367E-01   2.176769E-01
   1.481000E+00   5.347278E-01   2.583052E-05   9.607395E-01   2.176415E-01
   1.482000E+00   5.346186E-01   2.583053E-05   9.607418E-01   2.176061E-01
   1.483000E+00   5.345071E-01   2.583054E-05   9.607446E-01   2.175709E-01
   1.484000E+00   5.343981E-01   2.583055E-05   9.607470E-01   2.175356E-01
   1.485000E+00   5.342868E-01   2.583056E-05   9.607498E-01   2.175005E-01
   1.486000E+00   5.341780E-01   2.583057E-05   9.607522E-01   2.174654E-01
   1.487000E+00   5.340669E-01   2.583058E-05   9.607550E-01   2.174304E-01
   1.488000E+00   5.339582E-01   2.583059E-05   9.607573E-01   2.173955E-01
   1.489000E+00   5.338473E-01   2.583060E-05   9.607601E-01   2.173607E-01
   1.490000E+00   5.337389E-01   2.583061E-05   9.607625E-01   2.173258E-01
   1.491000E+00   5.336281E-01   2.583062E-05   9.607653E-01   2.172911E-01
   1.492000E+00   5.335198E-01   2.583063E-05   9.607677E-01   2.172564E-01
   1.493000E+00   5.334093E-01   2.583064E-05   9.607705E-01   2.172219E-01
   1.494000E+00   5.333012E-01   2.583066E-05   9.607729E-01   2.171873E-01
   1.495000E+00   5.331908E-01   2.583067E-05   9.607757E-01   2.171529E-01
   1.496000E+00   5.330828E-01   2.583068E-05   9.607781E-01   2.171185E-01
   1.497000E+00   5.329726E-01   2.583069E-05   9.607809E-01   2.170842E-01
   1.498000E+00   5.328649E-01   2.583070E-05   9.607833E-01   2.170499E-01
   1.499000E+00   5.327549E-01   2.583071E-05   9.607861E-01   2.170158E-01
   1.500000E+00   5.326473E-01   2.583072E-05   9.607885E-01   2.169816E-01
   1.510000E+00   5.319343E-01   2.583072E-05   9.608135E-01   2.167213E-01
   1.520000E+00   5.308528E-01   2.583084E-05   9.608369E-01   2.164710E-01
   1.530000E+00   5.297728E-01   2.583094E-05   9.608649E-01   2.161604E-01
   1.540000E+00   5.287088E-01   2.583105E-05   9.608892E-01   2.158322E-01
   1.550000E+00   5.276444E-01   2.583115E-05   9.609177E-01   2.155232E-01
   1.560000E+00   5.265976E-01   2.583126E-05   9.609417E-01   2.152051E-01
   1.570000E+00   5.255622E-01   2.583136E-05   9.609713E-01   2.149073E-01
   1.580000E+00   5.245304E-01   2.583147E-05   9.609968E-01   2.146144E-01
   1.590000E+00   5.234949E-01   2.583156E-05   9.610239E-01   2.143199E-01
   1.600000E+00   5.224757E-01   2.583167E-05   9.610494E-01   2.140307E-01
   1.610000E+00   5.214547E-01   2.583177E-05   9.610766E-01   2.137446E-01
   1.620000E+00   5.204474E-01   2.583188E-05   9.611020E-01   2.134645E-01
   1.630000E+00   5.194403E-01   2.583197E-05   9.611292E-01   2.131876E-01
   1.640000E+00   5.184443E-01   2.583207E-05   9.611545E-01   2.129163E-01
   1.650000E+00   5.174503E-01   2.583217E-05   9.611815E-01   2.126480E-01
   1.660000E+00   5.165559E-01   2.583229E-05   9.612010E-01   2.123885E-01
   1.670000E+00   5.155805E-01   2.583238E-05   9.612223E-01   2.121559E-01
   1.680000E+00   5.146007E-01   2.583249E-05   9.612514E-01   2.119086E-01
   1.690000E+00   5.136353E-01   2.583258E-05   9.612751E-01   2.116563E-01
   1.700000E+00   5.126677E-01   2.583268E-05   9.613023E-01   2.114103E-01
   1.710000E+00   5.117126E-01   2.583277E-05   9.613271E-01   2.111648E-01
   1.720000E+00   5.107568E-01   2.583287E-05   9.613531E-01   2.109256E-01
   1.730000E+00   5.098118E-01   2.583296E-05   9.613785E-01   2.106875E-01
   1.740000E+00   5.088673E-01   2.583306E-05   9.614038E-01   2.104550E-01
   1.750000E+00   5.079323E-01   2.583315E-05   9.614293E-01   2.102239E-01
   1.760000E+00   5.069987E-01   2.583325E-05   9.614541E-01   2.099981E-01
   1.770000E+00   5.060736E-01   2.583334E-05   9.614797E-01   2.097737E-01
   1.780000E+00   5.051506E-01   2.583344E-05   9.615041E-01   2.095542E-01
   1.790000E+00   5.042354E-01   2.583353E-05   9.615295E-01   2.093363E-01
   1.800000E+00   5.033226E-01   2.583363E-05   9.615536E-01   2.091230E-01
   1.810000E+00   5.024172E-01   2.583371E-05   9.615789E-01   2.089113E-01
   1.820000E+00   5.015145E-01   2.583381E-05   9.616027E-01   2.087039E-01
   1.830000E+00   5.006188E-01   2.583390E-05   9.616279E-01   2.084983E-01
   1.840000E+00   4.997260E-01   2.583400E-05   9.616514E-01   2.082967E-01
   1.850000E+00   4.988398E-01   2.583408E-05   9.616763E-01   2.080969E-01
   1.860000E+00   4.979567E-01   2.583418E-05   9.616996E-01   2.079009E-01
   1.870000E+00   4.970799E-01   2.583426E-05   9.617243E-01   2.077067E-01
   1.880000E+00   4.962063E-01   2.583436E-05   9.617473E-01   2.075161E-01
   1.890000E+00   4.953389E-01   2.583444E-05   9.617718E-01   2.073274E-01
   1.900000E+00   4.944747E-01   2.583454E-05   9.617946E-01   2.071421E-01
   1.910000E+00   4.936164E-01   2.583462E-05   9.618189E-01   2.069587E-01
   1.920000E+00   4.927615E-01   2.583472E-05   9.618414E-01   2.067785E-01
   1.930000E+00   4.919124E-01   2.583480E-05   9.618655E-01   2.066002E-01
   1.940000E+00   4.910666E-01   2.583489E-05   9.618877E-01   2.064251E-01
   1.950000E+00   4.902264E-01   2.583498E-05   9.619116E-01   2.062517E-01
   1.960000E+00   4.893896E-01   2.583507E-05   9.619336E-01   2.060814E-01
   1.970000E+00   4.885583E-01   2.583515E-05   9.619572E-01   2.059129E-01
   1.980000E+00   4.877304E-01   2.583524E-05   9.619790E-01   2.057474E-01
   1.990000E+00   4.869078E-01   2.583533E-05   9.620024E-01   2.055836E-01
   2.000000E+00   4.860887E-01   2.583542E-05   9.620240E-01   2.054226E-01
   2.010000E+00   4.852747E-01   2.583550E-05   9.620471E-01   2.052635E-01
   2.020000E+00   4.844642E-01   2.583559E-05   9.620685E-01   2.051070E-01
   2.030000E+00   4.836588E-01   2.583567E-05   9.620914E-01   2.049523E-01
   2.040000E+00   4.828590E-01   2.583576E-05   9.621127E-01   2.048002E-01
   2.050000E+00   4.820618E-01   2.583584E-05   9.621357E-01   2.046506E-01
   2.060000E+00   4.812681E-01   2.583593E-05   9.621564E-01   2.045027E-01
   2.070000E+00   4.804795E-01   2.583601E-05   9.621791E-01   2.043566E-01
   2.080000E+00   4.796942E-01   2.583609E-05   9.621996E-01   2.042128E-01
   2.090000E+00   4.789138E-01   2.583617E-05   9.622220E-01   2.040708E-01
   2.100000E+00   4.781366E-01   2.583626E-05   9.622423E-01   2.039311E-01
   2.110000E+00   4.773642E-01   2.583634E-05   9.622645E-01   2.037931E-01
   2.120000E+00   4.765952E-01   2.583642E-05   9.622847E-01   2.036574E-01
   2.130000E+00   4.758308E-01   2.583650E-05   9.623065E-01   2.035233E-01
   2.140000E+00   4.750697E-01   2.583659E-05   9.623265E-01   2.033914E-01
   2.150000E+00   4.743132E-01   2.583666E-05   9.623482E-01   2.032611E-01
   2.160000E+00   4.735600E-01   2.583675E-05   9.623680E-01   2.031330E-01
   2.170000E+00   4.728112E-01   2.583682E-05   9.623894E-01   2.030064E-01
   2.180000E+00   4.720657E-01   2.583691E-05   9.624091E-01   2.028819E-01
   2.190000E+00   4.713245E-01   2.583698E-05   9.624303E-01   2.027590E-01
   2.200000E+00   4.705868E-01   2.583707E-05   9.624497E-01   2.026381E-01
   2.210000E+00   4.698531E-01   2.583714E-05   9.624707E-01   2.025187E-01
   2.220000E+00   4.691228E-01   2.583722E-05   9.624900E-01   2.024012E-01
   2.230000E+00   4.683966E-01   2.583730E-05   9.625108E-01   2.022853E-01
   2.240000E+00   4.676738E-01   2.583738E-05   9.625299E-01   2.021713E-01
   2.250000E+00   4.669549E-01   2.583746E-05   9.625504E-01   2.020587E-01
   2.260000E+00   4.662394E-01   2.583754E-05   9.625693E-01   2.019480E-01
   2.270000E+00   4.655277E-01   2.583761E-05   9.625897E-01   2.018387E-01
   2.280000E+00   4.648194E-01   2.583769E-05   9.626084E-01   2.017312E-01
   2.290000E+00   4.641149E-01   2.583776E-05   9.626286E-01   2.016252E-01
   2.300000E+00   4.634136E-01   2.583784E-05   9.626472E-01   2.015208E-01
   2.310000E+00   4.628130E-01   2.583793E-05   9.626609E-01   2.014214E-01
   2.320000E+00   4.621276E-01   2.583801E-05   9.626738E-01   2.013479E-01
   2.330000E+00   4.614301E-01   2.583809E-05   9.626976E-01   2.012535E-01
   2.340000E+00   4.607472E-01   2.583816E-05   9.627128E-01   2.011547E-01
   2.350000E+00   4.600590E-01   2.583824E-05   9.627347E-01   2.010588E-01
   2.360000E+00   4.593813E-01   2.583831E-05   9.627511E-01   2.009630E-01
   2.370000E+00   4.587011E-01   2.583838E-05   9.627717E-01   2.008697E-01
   2.380000E+00   4.580291E-01   2.583846E-05   9.627888E-01   2.007769E-01
   2.390000E+00   4.573563E-01   2.583853E-05   9.628085E-01   2.006862E-01
   2.400000E+00   4.566901E-01   2.583860E-05   9.628259E-01   2.005965E-01
   2.410000E+00   4.560244E-01   2.583868E-05   9.628452E-01   2.005084E-01
   2.420000E+00   4.553642E-01   2.583875E-05   9.628627E-01   2.004215E-01
   2.430000E+00   4.547053E-01   2.583882E-05   9.628815E-01   2.003360E-01
   2.440000E+00   4.540512E-01   2.583889E-05   9.628990E-01   2.002518E-01
   2.450000E+00   4.533989E-01   2.583896E-05   9.629176E-01   2.001690E-01
   2.460000E+00   4.527508E-01   2.583903E-05   9.629350E-01   2.000874E-01
   2.470000E+00   4.521049E-01   2.583911E-05   9.629534E-01   2.000071E-01
   2.480000E+00   4.514628E-01   2.583918E-05   9.629707E-01   1.999281E-01
   2.490000E+00   4.508231E-01   2.583925E-05   9.629888E-01   1.998503E-01
   2.500000E+00   4.501870E-01   2.583932E-05   9.630061E-01   1.997738E-01
   2.510000E+00   4.495535E-01   2.583939E-05   9.630240E-01   1.996984E-01
   2.520000E+00   4.489240E-01   2.583945E-05   9.630412E-01   1.996244E-01
   2.530000E+00   4.482966E-01   2.583953E-05   9.630591E-01   1.995517E-01
   2.540000E+00   4.476720E-01   2.583959E-05   9.630759E-01   1.994800E-01
   2.550000E+00   4.470507E-01   2.583966E-05   9.630936E-01   1.994094E-01
   2.560000E+00   4.464318E-01   2.583973E-05   9.631104E-01   1.993400E-01
   2.570000E+00   4.458163E-01   2.583980E-05   9.631278E-01   1.992717E-01
   2.580000E+00   4.452031E-01   2.583987E-05   9.631445E-01   1.992046E-01
   2.590000E+00   4.445933E-01   2.583993E-05   9.631617E-01   1.991385E-01
   2.600000E+00   4.439857E-01   2.584000E-05   9.631784E-01   1.990736E-01
   2.610000E+00   4.433816E-01   2.584007E-05   9.631954E-01   1.990097E-01
   2.620000E+00   4.427795E-01   2.584013E-05   9.632119E-01   1.989470E-01
   2.630000E+00   4.421809E-01   2.584020E-05   9.632288E-01   1.988852E-01
   2.640000E+00   4.415842E-01   2.584027E-05   9.632452E-01   1.988247E-01
   2.650000E+00   4.409911E-01   2.584033E-05   9.632618E-01   1.987650E-01
   2.660000E+00   4.403998E-01   2.584040E-05   9.632781E-01   1.987065E-01
   2.670000E+00   4.398121E-01   2.584046E-05   9.632947E-01   1.986488E-01
